References,Family,Status,,ID Number,Name,Illustration,Gloss,English equivalent,Norwegian equivalent,CEFR level,Definition in Norwegian,Definition in English,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. func. of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type,Usage label,Anchor words,Common fillers,Comment,Dependency Structure,Dependency Structure of Illustration,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Polarity value,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,Olaf,,195,[NOEN] henge ut [NOEN] (som [NOE]),Han ble hengt ut på nettet. Hans-Wilhelm Steinfeld ble hengt ut som CIA-agent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,196,[NOEN] være på nippet til å VERB-INF,De var på nippet til å gi opp. Jeg var på nippet til å miste flyet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,197,[NOEN] rekke å VERB-INF,Jeg rakk akkurat å gjøre meg ferdig.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,198,[NOE/NOEN] bli VERB-ende,Jeg ble boende i Tromsø i mange år.,,,,,"Konstruksjonen brukes for å uttrykke at en tilstand eller handling fortsetter over tid, ofte uten at det var planlagt eller ønsket. Det kan også indikere at noe vedvarer eller forblir uendret.",,Disse fortrenger ekte lykkejegere som blir sittende igjen hjemme i stua med chipsposen og fjernkontrollen (NoWaC),I ettertid er dette vedtaket blitt stående som en lite rasjonell symbolhandling (NoWaC),"Så følger krampetrekninger i hele kroppen før pasienten blir liggende avslappet, bevisstløs og ofte våt av svette (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,199,[NOE/NOEN] bli VERB-ende å VERB-INF,Jeg ble liggende å lese til langt på natt. Hun ble stående å vente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,200,X i stedet/n (for Y),Vi gikk til farmor i stedet for hjem. Kan jeg få pasta i steden?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,201,SUBSTANTIV-kule,"latterkule, fyllekule",,,,,,,,,,,,,Sammensetning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,202,[NOEN] slå til (på [NOE]),Hvis det er ingen som slår til på 50% avslag så er det vel ingen som slår til (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,203,[NOE] være ett fett,A: Vil du ha kaffe eller te? B: Det er ett fett.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,204,drit(t)-ADJEKTIV,"drittlei, dritbra, dritgod, dritfin",,,,,,,,,,,,,Morfologisk konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,205,slik at LEDDSETNING,Det er ikke slik at du må delta på alt (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,206,[NOEN] bæsje på leggen,Det hersker ingen tvil om at Bruun har bæsjet på leggen i Ighalo-saken.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OlafKristina Mikkelsen Ruiz,,207,[NOEN] blåse i [NOE],Blås i det! / Blås i å spille nå / Jeg blåser i at du sier det.,,,,,,,Blås i å spille nå.,Jeg blåser i at du gjør det.,Jeg driter i hva du mener.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,V til V,208,HELSETNING til LEDDSETNING,Jeg jobber til jeg stuper / Han springer til han ikke orker mer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,Den andre eksempelen viser frem en annen konstruksjon. Han er like snill som han er grei.,209,like ADJEKTIV som X,Hun er like høy som meg. Han er like snill som han er grei.,,,,,,,Han er like snill som han er grei.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,210,[NOEN] være/gå (helt) i manko på [NOE/NOEN],Vi er litt i manko på kvinner. / Her sitter vi... i manko på sofa.,,,,,,,Her sitter vi... i manko på sofa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,211,helt X,Det går helt fint. / Hun er helt idiot. / Han er helt skjønn / Den er helt rå.,,,,,,,Er du helt idiot?,Han er helt skjønn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Anna,,212,det være snakk om [NOE],Det er snakk om store endringer i bedriften.,,,,,Konstruksjonen brukes for å indikere at noe er temaet for en samtale eller diskusjon. Det brukes ofte for å introdusere hva som er i fokus eller hva som diskuteres. ,,"Pengene går til å finansiere veiene våre, og det er snakk om betydelige summer",Vet du hvilken sykdom det er snakk om?,Det er snakk om liv og død,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,213,VERB til seg,Han lurte til seg flere millioner.,,,,,,,Kroppen suger til seg solstrålene.,Mange karrer til seg en diagnose.,En gjeng slubberter snylter til seg andres midler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kristina Mikkelsen Ruiz,,214,det koke over for [NOEN],Det koker over for meg.,,,,,,,Det kokte over for fotballspilleren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kristina Mikkelsen Ruiz,,215,VERB ikke mer,Jeg gidder ikke mer. Hun orker ikke mer.,,,,,,,Hun orker ikke mer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kristina Mikkelsen Ruiz,,216,[NOE/NOEN] være ADJEKTIV,Katten er så lat. Du er så dum.,,,,,,,Katten er så lat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kristina Mikkelsen Ruiz,,217,over-X,"overforbruk, overpriset",,,,,,,overmett,overpriset,,,,,Morfologisk konstruksjon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,218,[NOE] passe for [NOEN],"Passer buksa? Ja, den passer fint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,219,det passe (for [NOEN]) (om LEDDSETNING),"Passer det for deg om jeg kommer innom? Ja, det passer fint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,220,[NOEN] være ute å kjøre,Søndag i 14-tida stoppet politiet på Mo en person som var ute å kjøre i dobbel forstand. (Rana Blad),,,,,,,Flere kinesiske produsenter skal ha fått tilgang til informasjon.,Den største Botellón skal ha blitt arrangert i Sevilla.,Celina Midelfart skal ha vært uheldig og mistet den ene skien.,To forskere skal ha hatt tilgang til pasientjournaler uten samtykke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,221,[NOE/NOEN] skal ha VERB-PARTISIPP,Skal ha lurt til seg over 900 millioner kroner.,,,,,,,skrivende stund,kommende år,manglende evne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,222,GERUNDIUM SUBSTANTIV,"skrivende stund, økende grad, kommende år, manglende evne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Valentina Zhukova,,223,[NOEN] ha vondt i [KROPPSDEL],Jeg har vondt i hodet. Jeg har vondt i halsen. Har du vondt i ryggen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Valentina Zhukova,,224,bitte liten SUBSTANTIV,Vi har testet den bitte lille MP 3 - spilleren fra Creative - nå med en bitte liten skjerm (NoWaC),,,,B1,"Konstruksjonen brukes for å klassifisere eller kategorisere noe som tilhører en større gruppe eller klasse. Den består av uttrykket ""en type"" etterfulgt av et substantiv som representerer den generelle kategorien.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tore Nesset, Laura Janda",,225,en SUBSTANTIV av en SUBSTANTIV,Det ble et fyrverkeri av en fotballkamp / Et beist av en bil (Livet på veien),,,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,226,det gå an å VERB-INF,Det gikk an å gå på ski oftere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,227,ikke fullt så ADJEKTIV/ADVERB,"Ikke færre bakker, men ikke fullt så bratte. / De kjører ikke fullt så fort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,228,[NOEN] være sikker på [NOE],Den er jeg sikker på at hun likte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,229,[NOEN] gå med på [NOE],Han går med på planen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,230,[NOEN] bli/være med (på [NOE]),Hun skal være med.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,231,[NOEN] kjenne [NOE/NOEN] igjen / [NOEN] kjenne igjen [NOE/NOEN],Noen der kjente deg igjen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,232,[NOEN] hilse på [NOEN],Hun hilste på de besøkende.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,233,[NOE/NOEN] se ADJEKTIV ut,Navn får ikke se samiske ut i norske registrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,234,[NOEN] føle seg VERB-PARTISIPP,Føler de seg trua som oss?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,235,[NOEN] vende [NOE/NOEN] ryggen,"Dersom de vender oss ryggen i morgen, ... så taper vi enda mer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,236,[NOEN] ha lyst til å VERB-INF,Vi hadde lyst til å se denne filmen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,237,[NOEN] spørre etter [NOE/NOEN],Det er en ung mann som spør etter deg!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,238,[NOE/NOEN] være (ikke) til å VERB-INF,Han er ikke til å stole på. Det er ikke til å tro at...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,239,[TID]-bestemt ut,Han skal sitte i fengsel livet ut.,,,,,,,Tilbudet varer hele sommeren ut. (Facebook),Gi bort noe som varer hele året ut. (Facebook),Da ville jeg slite med å holde trøkket oppe hele karrieren ut. (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,240,[NOEN] ha [NOE] i bakhodet,Vi vet ikke hva slags planer han har i bakhodet.,,,,,,,Ha det i bakhodet neste gang du scroller eller ser en reklame i et magasin eller på tv. (Facebook),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,241,[NOEN] kjenne på [NOE],"Det at jeg ikke kunne beskytte ham og ta vare på ham, det kjenner jeg på. (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,242,[NOEN] slippe ADJEKTIV unna,"slippe billig/lett/hel/helskinnet/uskadet unna, Min største frykt er jo at de skal slippe billig unna. (NRK)",,,,,,,Min største frykt er jo at de skal slippe billig unna. (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,243,[NOEN] grue seg til [NOE],"Det har tatt halvannet år fra drapet til dagen de har sett frem til, og gruet seg veldig til, kommer. (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,244,[NOEN] gå i seg selv,Jeg tenker noen skal gå litt i seg selv på måten de omtaler andre mennesker. (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,245,VERB uten å VERB-INF,"Alle kretslederne har sagt at de ønsker å videreutvikle VAR, men uten å komme et eneste konkret tiltak på hvordan de skal gjøre det (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,246,i disse [TID]-flertall,"i disse dager, i disse (krise/jule/valg/influensa)tider, i disse år",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,247,[NOEN] trekke frem/fram [NOE],Det er særlig debattklimaet på sosiale medier de trekker fram. (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,248,slik/sånn er det blitt,"Det er ikke noe spesielt for denne saken i seg selv, det er dessverre sånn det er blitt (NRK).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,249,[NOEN] ta avstand fra [NOE/NOEN],Det er bekymringsfullt at ikke talsmannen i NSA ikke tar større avstand frahets og trakassering som foregår på sosiale medier. (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,250,[NOE/NOEN] være kommet for å bli,VAR er kommet for å bli (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,251,[NOEN] holde [NOEN] for narr,NFF har holdt supporterne for narr (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,252,SUBSTANTIV-strid,"patentstrid, arvestrid, hyttestrid, EU-strid, do-strid, atomstrid, nedrykksstrid",,,,,,,,,,,,,Sammensetning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,253,X for X (erstatning),"øye for øye, tann for tann, buss for tog, taxi for buss, pulk for taxi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,254,[NOEN] få med seg [NOE],har du fått med deg valgresultatet / at partiet gjorde et brakvalg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,255,VERB (seg) ferdig,"hun har strikket ferdig genseren, jeg skal gjøre meg ferdig etterpå, jeg prøvde å grine meg ferdig i bilen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,256,"når LEDDSETNING, (så) HELSETNING","når den nærmer seg, så piper det i beltet mitt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,257,SUBSTANTIV-smell,million/milliard/resultat/bolig/champagne/rente/kostnad/børs/karbo-smell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,258,[NOEN] sette ned foten (for [NOE]),Konkurransetilsynet har satt ned foten for flere profilerte fusjoner det siste året (NoWaC),,,,,,,,,,,,,Sammensetning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tore,,259,en av de SUPERLATIV SUBSTANTIV ([STED]),Tromsø er en av de største byene i Norge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,260,[NOEN] bruke å VERB-INF,Vi brukte å spille kort der.,,,,,"Konstruksjonen brukes for å beskrive at noen er involvert i, engasjert i, eller holder på med en bestemt aktivitet eller et bestemt område. Det kan referere til både hobbyer, arbeid, eller andre typer aktiviteter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,261,[NOE/NOEN] være på sitt SUPERLATIV,"Byen var på sitt lyseste, grønneste.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,262,like/rett før LEDDSETNING,"Like før vi nådde frem til målet, kom det kjørende en turistbuss med utenlandske skilter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,263,[NOE/NOEN] nå/komme frem til [STED],"Like før vi nådde frem til målet, kom det kjørende en turistbuss med utenlandske skilter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,264,[NOE/NOEN] komme GERUNDIUM,"Like før vi nådde frem til målet, kom det kjørende en turistbuss med utenlandske skilter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,265,[NOEN] sette på [NOE],Den yngste broren min har satt på TV-en.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Laura Janda,,266,[NOEN] himle med øynene,Jeg himler med øynene.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,267,[NOEN] ha [NOE] til overs,Har du 55 millionar kroner til overs? (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,268,[NOE/NOEN] være som snytt ut av nesa på [NOE/NOEN],En fremgangsmåte som er som snytt ut av nesa på Frps partiprogram (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,269,[NOEN] se gjennom fingrene med [NOE],Vi kan se gjennom fingrene med at Rooney ble snytt for en helt legitim scoring (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,270,VERB i ett kjør,Kjeften gikk i ett kjør. (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,271,[NOEN] bli snytt for [NOE],Rooney ble snytt for en helt legitim scoring (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,272,[NOE/NOEN] falle mellom to stoler,Prosjektet fokuserer på unge mellom 11 og 16 år som ofte faller mellom to stoler når det gjelder teatertilbud (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,273,[NOEN] få i pose og sekk,"Man kan ikke få i pose og sekk, desverre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,274,[NOEN] få endene til å møtes,Det kan være vanskelig å få endene til å møtes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,275,det være [NOEN] forunt å VERB-INF,Det er ikke alle forunt å kunne svi av 10 - 30 tusen på en fisketur (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,276,[NOEN] svi av [SUM] på [NOE],Det er ikke alle forunt å kunne svi av 10 - 30 tusen på en fisketur (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,277,VERB så ADJEKTIV at LEDDSETNING,Kinesisk turist kjørte så dårlig at han ble utvist (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,278,[NOEN] jatte med ([NOEN]),"""Vi som jatter med"" Den ultimate gruppa for folk uten bein i ryggraden, vi som jatter med alt regjering og det offentlige kommer med. (Facebook)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf,,279,[NOEN] (gå) i tenkeboksen (om [NOE]),Fortsatt i tenkeboksen om Oljefondet og infrastruktur (E24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Julia Jaworska,,280,VERB seg SUBSTANTIV,Det kan være vanskelig å kjøpe seg en bolig. Tenker du på å få deg en hund? Ta deg en bolle!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
